"last_change_date","barcode","available_stock","in_way_to_client","in_way_from_client","total_stock","available_stock_cost","in_way_to_client_cost","in_way_from_client_cost","total_stock_cost","sales_quantity","revenue","for_pay","sales_cost_price","gross_profit","cost_price","is_cost_price_missing","is_stock_missing","category","subject","supplier_article","brand","orig_country","color","size_group","size"
"2022-08-18","2000939535381",0,0,2,2,NULL,NULL,822.54,822.54,0,0,0,0,0,411.2675,0,0,"category 591","subject 619","supplierArticle 40","brand 607","Сербия","Фиолетовый",NULL,"0"
"2022-06-03","2000629385579",344,11,3,358,109804.80,3511.20,957.60,114273.60,1,771.00,699.66,319.2,380.46,319.2,0,0,"category 591","subject 619","supplierArticle 35","brand 607","Сербия","Бордовый",NULL,"0"
"2022-08-28","2001677202252",0,0,2,2,NULL,NULL,107.44,107.44,0,0,0,0,0,53.72,0,0,"category 594","subject 638","supplierArticle 531","brand 605","Китай","Фиолетовый",NULL,"42"
"2022-05-23","2000939535633",10,0,0,10,1172.11,NULL,NULL,1172.11,0,0,0,0,0,117.211,0,0,"category 591","subject 619","supplierArticle 484","brand 607","Сербия","сиреневый",NULL,"0"
"2022-06-01","2000629385449",0,2,0,2,NULL,531.76,NULL,531.76,0,0,0,0,0,265.88,0,0,"category 599","subject 624","supplierArticle 42","brand 607","Сербия","Черный",NULL,"0"
"2022-06-07","2001676801012",1775,48,20,1843,375678.75,10159.20,4233.00,390070.95,12,7164.00,6089.40,2539.80,3549.60,211.65,0,0,"category 594","subject 638","supplierArticle 173","brand 611","Сербия","Черный",NULL,"0"
"2022-06-16","2000696183207",1783,307,107,2197,2226938.48,383438.09,133641.29,2744017.86,45,36893.28,34144.50,62449.200,-28304.700,1248.984,0,0,"category 594","subject 638","supplierArticle 87","brand 611","Сербия","Красный",NULL,"0"
"2022-09-03","2000961388658",0,1,0,1,NULL,38.00,NULL,38.00,0,0,0,0,0,38,0,0,"category 594","subject 638","supplierArticle 120","brand 605","Туркменистан","оливковый","M-L","M-L"
"2022-05-24","2001677202238",0,0,1,1,NULL,NULL,79.20,79.20,0,0,0,0,0,79.2,0,0,"category 594","subject 638","supplierArticle 533","brand 605","Туркменистан","Синий","M-L","M-L"
"2022-05-26","2001676801012",1743,53,21,1817,368905.95,11217.45,4444.65,384568.05,13,7413.00,6596.85,2751.45,3845.40,211.65,0,0,"category 594","subject 638","supplierArticle 173","brand 611","Сербия","Черный",NULL,"0"
"2022-07-19","2001669403070",38,16,4,58,61725.30,25989.60,6497.40,94212.30,4,5991.42,5830.14,6497.40,-667.26,1624.35,0,0,"category 588","subject 618","supplierArticle 413","brand 603","Сербия","Синий",NULL,"0"
"2022-06-21","2001676801999",0,4,0,4,NULL,202.24,NULL,202.24,0,0,0,0,0,50.56,0,0,"category 594","subject 638","supplierArticle 216","brand 605","Россия","Желтый",NULL,"М"
"2022-06-21","2000794458429",0,2,0,2,NULL,242.78,NULL,242.78,0,0,0,0,0,121.39,0,0,"category 591","subject 619","supplierArticle 39","brand 607","Сербия","оливковый",NULL,"0"
"2022-08-25","2000629385562",1284,90,22,1396,390836.76,27395.10,6696.58,424928.44,13,11487.90,10716.60,3957.07,6759.53,304.39,0,0,"category 591","subject 619","supplierArticle 33","brand 607","Сербия","Белый",NULL,"0"
"2022-08-20","2001676801180",8,0,0,8,1114.40,NULL,NULL,1114.40,0,0,0,0,0,139.3,0,0,"category 594","subject 638","supplierArticle 160","brand 605","Туркменистан","сиреневый","M-L","M-L"
"2022-08-10","2001677202429",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-05-28","2000794458269",0,0,1,1,NULL,NULL,179.40,179.40,0,0,0,0,0,179.4,0,0,"category 594","subject 638","supplierArticle 125","brand 605","Китай","Белый","M-L","M-L"
"2022-04-08","2001676801296",0,2,0,2,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-06-15","2000794458429",0,1,0,1,NULL,121.39,NULL,121.39,0,0,0,0,0,121.39,0,0,"category 591","subject 619","supplierArticle 39","brand 607","Сербия","оливковый",NULL,"0"
"2022-06-12","2001676801197",67,8,3,78,9972.95,1190.80,446.55,11610.30,2,594.00,504.90,297.70,207.20,148.85,0,0,"category 594","subject 638","supplierArticle 197","brand 605","Туркменистан","Белый","M-L","M-L"
"2022-06-25","2001677202559",0,0,1,1,NULL,NULL,29.00,29.00,0,0,0,0,0,29,0,0,"category 594","subject 638","supplierArticle 230","brand 605","Туркменистан","Синий",NULL,"48"
"2022-06-17","2000794458160",184,28,5,217,75232.08,11448.36,2044.35,88724.79,4,4320.06,3617.64,1635.48,1982.16,408.87,0,0,"category 588","subject 618","supplierArticle 434","brand 604","Сербия","сиреневый",NULL,"0"
"2022-09-01","2001676801197",4,6,4,14,595.40,893.10,595.40,2083.90,0,0,0,0,0,148.85,0,0,"category 594","subject 638","supplierArticle 197","brand 605","Туркменистан","Белый","M-L","M-L"
"2022-06-01","2000961388542",0,0,2,2,NULL,NULL,130.68,130.68,0,0,0,0,0,65.34,0,0,"category 594","subject 638","supplierArticle 116","brand 605","Китай","оливковый",NULL,"50"
"2022-07-10","2000794458009",0,0,1,1,NULL,NULL,43.45,43.45,0,0,0,0,0,43.45,0,0,"category 596","subject 633","supplierArticle 466","brand 610","Исландия","Черный",NULL,"0"
"2022-07-23","2000696183245",344,246,38,628,90588.96,64781.64,10006.92,165377.52,24,15144.00,13309.77,6583.50,6726.27,263.34,0,0,"category 594","subject 638","supplierArticle 95","brand 611","Сербия","Синий",NULL,"0"
"2022-07-01","2001676801296",0,1,1,2,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-08-27","2001669403070",135,32,3,170,219287.25,51979.20,4873.05,276139.50,9,11786.31,11759.31,14619.15,-2859.84,1624.35,0,0,"category 588","subject 618","supplierArticle 413","brand 603","Сербия","Синий",NULL,"0"
"2022-06-08","2001676801111",0,1,0,1,NULL,52.93,NULL,52.93,0,0,0,0,0,52.93,0,0,"category 594","subject 638","supplierArticle 166","brand 605","Китай","Бордовый",NULL,"46"
"2022-07-23","2000696183979",0,4,2,6,NULL,225.72,112.86,338.58,0,0,0,0,0,56.43,0,0,"category 596","subject 633","supplierArticle 472","brand 610","Сербия","Синий",NULL,"0"
"2022-08-24","2000696183443",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-06-19","2000961388849",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-06-07","2000794458214",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-09-14","2000629385685",0,9,0,9,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-07-28","2001676801159",22,4,0,26,2392.94,435.08,NULL,2828.02,3,675.00,604.35,326.31,278.04,108.77,0,0,"category 594","subject 638","supplierArticle 163","brand 605","Туркменистан","Черный","M-L","M-L"
"2022-08-08","2001669403575",155,31,0,186,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-07-27","2000794458290",0,2,0,2,NULL,400.66,NULL,400.66,0,0,0,0,0,200.33,0,0,"category 594","subject 638","supplierArticle 128","brand 605","Туркменистан","Синий","XS-S","XS-S"
"2022-05-29","2001676801319",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-08-14","2000794458801",0,2,0,2,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-09-14","2000961388542",0,1,0,1,NULL,65.34,NULL,65.34,0,0,0,0,0,65.34,0,0,"category 594","subject 638","supplierArticle 116","brand 605","Китай","оливковый",NULL,"50"
"2022-04-14","2000939535381",5,0,0,5,2056.34,NULL,NULL,2056.34,0,0,0,0,0,411.2675,0,0,"category 591","subject 619","supplierArticle 40","brand 607","Сербия","Фиолетовый",NULL,"0"
"2022-09-04","2000696183450",170,46,6,222,75354.20,20389.96,2659.56,98403.72,3,1971.00,1675.35,1329.78,345.57,443.26,0,0,"category 595","subject 628","supplierArticle 448","brand 610","Сербия","Красный",NULL,"0"
"2022-09-11","2000696183252",1102,252,62,1416,279169.66,63839.16,15706.46,358715.28,39,35798.85,31974.45,10386.53,21587.92,253.33,0,0,"category 594","subject 638","supplierArticle 96","brand 611","Сербия","Бордовый",NULL,"0"
"2022-06-05","2001676801197",80,3,2,85,11908.00,446.55,297.70,12652.25,0,0,0,0,0,148.85,0,0,"category 594","subject 638","supplierArticle 197","brand 605","Туркменистан","Белый","M-L","M-L"
"2022-07-09","2001669403629",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-07-09","2000794458146",0,2,0,2,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-05-25","2001676801029",2598,69,38,2705,549866.70,14603.85,8042.70,572513.25,23,13070.82,11671.35,4867.95,6803.40,211.65,0,0,"category 594","subject 638","supplierArticle 172","brand 611","Сербия","Черный",NULL,"0"
"2022-07-10","2000696183252",1427,353,92,1872,361501.91,89425.49,23306.36,474233.76,86,58991.49,50143.20,21786.38,28356.82,253.33,0,0,"category 594","subject 638","supplierArticle 96","brand 611","Сербия","Бордовый",NULL,"0"
"2022-08-14","2001676801296",0,1,1,2,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-07-25","2000696183214",154,25,14,193,53242.42,8643.25,4840.22,66725.89,2,1194.00,1050.72,691.46,359.26,345.73,0,0,"category 594","subject 638","supplierArticle 88","brand 611","Сербия","сиреневый",NULL,"0"
"2022-06-30","2000939535381",0,0,2,2,NULL,NULL,822.54,822.54,0,0,0,0,0,411.2675,0,0,"category 591","subject 619","supplierArticle 40","brand 607","Сербия","Фиолетовый",NULL,"0"
"2022-08-27","2000794458405",0,2,0,2,NULL,306.27,NULL,306.27,0,0,0,0,0,153.135,0,0,"category 591","subject 619","supplierArticle 37","brand 607","Сербия","Желтый",NULL,"0"
"2022-09-14","2000696183221",187,30,8,225,52358.13,8399.70,2239.92,62997.75,0,0,0,0,0,279.99,0,0,"category 594","subject 638","supplierArticle 89","brand 611","Сербия","Черный",NULL,"0"
"2022-07-11","2000629385685",0,9,0,9,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-07-19","2000629385579",438,17,3,458,139809.60,5426.40,957.60,146193.60,6,4018.86,4000.86,1915.2,2085.66,319.2,0,0,"category 591","subject 619","supplierArticle 35","brand 607","Сербия","Бордовый",NULL,"0"
"2022-08-25","2001676801210",4,2,0,6,681.72,340.86,NULL,1022.58,0,0,0,0,0,170.43,0,0,"category 594","subject 638","supplierArticle 196","brand 605","Туркменистан","Розовый","M-L","M-L"
"2022-08-03","2000629385562",483,238,15,736,147020.37,72444.82,4565.85,224031.04,13,11247.72,11149.29,3957.07,7192.22,304.39,0,0,"category 591","subject 619","supplierArticle 33","brand 607","Сербия","Белый",NULL,"0"
"2022-07-05","2000939535138",0,0,0,0,NULL,NULL,NULL,NULL,0,0,0,0,0,1291.24,0,0,"category 598","subject 622","supplierArticle 44","brand 607","Сербия","Желтый",NULL,"0"
"2022-08-10","2000961388788",0,1,0,1,NULL,76.23,NULL,76.23,0,0,0,0,0,76.23,0,0,"category 594","subject 638","supplierArticle 76","brand 605","Россия","Черный",NULL,"48"
"2022-08-24","2001677202313",0,1,0,1,NULL,58.86,NULL,58.86,0,0,0,0,0,58.8625,0,0,"category 594","subject 638","supplierArticle 222","brand 605","Туркменистан","Синий","M-L","M-L"
"2022-05-20","2000961388849",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-08-13","2001676801012",1297,103,12,1412,274510.05,21799.95,2539.80,298849.80,5,2865.00,2475.36,1058.25,1417.11,211.65,0,0,"category 594","subject 638","supplierArticle 173","brand 611","Сербия","Черный",NULL,"0"
"2022-06-09","2000939535381",0,4,3,7,NULL,1645.07,1233.80,2878.87,0,0,0,0,0,411.2675,0,0,"category 591","subject 619","supplierArticle 40","brand 607","Сербия","Фиолетовый",NULL,"0"
"2022-08-23","2001669403193",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-07-16","2000939535862",0,3,0,3,NULL,246.51,NULL,246.51,0,0,0,0,0,82.17,0,0,"category 594","subject 638","supplierArticle 138","brand 605","Китай","Лиловый","XS-S","XS-S"
"2022-06-26","2000939535695",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-06-26","2001677202429",0,0,1,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-05-17","2000696183474",450,176,88,714,273312.00,106895.36,53447.68,433655.04,3,4799.61,4709.85,1822.08,2887.77,607.36,0,0,"category 595","subject 628","supplierArticle 453","brand 610","Сербия","Синий",NULL,"0"
"2022-06-04","2000794458429",0,1,0,1,NULL,121.39,NULL,121.39,0,0,0,0,0,121.39,0,0,"category 591","subject 619","supplierArticle 39","brand 607","Сербия","оливковый",NULL,"0"
"2022-05-28","2000629385685",0,9,0,9,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-07-01","2000794458429",0,1,0,1,NULL,121.39,NULL,121.39,0,0,0,0,0,121.39,0,0,"category 591","subject 619","supplierArticle 39","brand 607","Сербия","оливковый",NULL,"0"
"2022-06-02","2000961388849",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-07-05","2000794458160",230,64,10,304,94040.10,26167.68,4088.70,124296.48,8,6672.00,6314.88,3270.96,3043.92,408.87,0,0,"category 588","subject 618","supplierArticle 434","brand 604","Сербия","сиреневый",NULL,"0"
"2022-09-08","2000939535381",0,0,1,1,NULL,NULL,411.27,411.27,0,0,0,0,0,411.2675,0,0,"category 591","subject 619","supplierArticle 40","brand 607","Сербия","Фиолетовый",NULL,"0"
"2022-07-23","2000696183184",1766,308,94,2168,591892.56,103229.28,31505.04,726626.88,31,24765.00,21591.33,10389.96,11201.37,335.16,0,0,"category 594","subject 638","supplierArticle 84","brand 611","Сербия","Синий",NULL,"0"
"2022-04-07","2001676801517",0,2,0,2,NULL,160.38,NULL,160.38,0,0,0,0,0,80.19,0,0,"category 594","subject 638","supplierArticle 208","brand 605","Россия","Красный",NULL,"45"
"2022-05-24","2000939535633",5,0,0,5,586.06,NULL,NULL,586.06,0,0,0,0,0,117.211,0,0,"category 591","subject 619","supplierArticle 484","brand 607","Сербия","сиреневый",NULL,"0"
"2022-07-21","2001677202559",0,0,2,2,NULL,NULL,58.00,58.00,0,0,0,0,0,29,0,0,"category 594","subject 638","supplierArticle 230","brand 605","Туркменистан","Синий",NULL,"48"
"2022-05-21","2001676801012",1795,52,20,1867,379911.75,11005.80,4233.00,395150.55,11,6531.00,5581.95,2328.15,3253.80,211.65,0,0,"category 594","subject 638","supplierArticle 173","brand 611","Сербия","Черный",NULL,"0"
"2022-05-26","2000696183986",0,2,0,2,NULL,122.76,NULL,122.76,0,0,0,0,0,61.38,0,0,"category 596","subject 633","supplierArticle 469","brand 610","Сербия","Лиловый",NULL,"0"
"2022-04-11","2001669403629",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-08-20","2001677202474",0,1,0,1,NULL,35.00,NULL,35.00,0,0,0,0,0,35,0,0,"category 594","subject 638","supplierArticle 236","brand 605","Россия","Черный",NULL,"42"
"2022-06-08","2000629385579",292,31,4,327,93206.40,9895.20,1276.80,104378.40,7,3282.51,3261.51,2234.4,1027.11,319.2,0,0,"category 591","subject 619","supplierArticle 35","brand 607","Сербия","Бордовый",NULL,"0"
"2022-04-13","2000629385593",1,0,0,1,177.09,NULL,NULL,177.09,0,0,0,0,0,177.0885,0,0,"category 591","subject 619","supplierArticle 481","brand 607","Сербия","Синий",NULL,"0"
"2022-06-23","2001669403070",168,8,3,179,272890.80,12994.80,4873.05,290758.65,3,4035.00,3820.08,4873.05,-1052.97,1624.35,0,0,"category 588","subject 618","supplierArticle 413","brand 603","Сербия","Синий",NULL,"0"
"2022-04-09","2000794458153",0,2,0,2,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-07-31","2000629385586",868,92,48,1008,1578628.12,167320.03,87297.41,1833245.56,11,14527.32,14595.75,20005.656,-5409.906,1818.696,0,0,"category 591","subject 619","supplierArticle 36","brand 607","Сербия","Черный",NULL,"0"
"2022-05-21","2000696183467",34,9,3,46,16549.50,4380.75,1460.25,22390.50,3,2763.00,2669.85,1460.25,1209.60,486.75,0,0,"category 595","subject 628","supplierArticle 451","brand 610","Сербия","Черный",NULL,"0"
"2022-06-25","2001676801197",56,7,2,65,8335.60,1041.95,297.70,9675.25,2,474.00,402.90,297.70,105.20,148.85,0,0,"category 594","subject 638","supplierArticle 197","brand 605","Туркменистан","Белый","M-L","M-L"
"2022-06-05","2000961388795",0,1,0,1,NULL,69.52,NULL,69.52,0,0,0,0,0,69.52,0,0,"category 594","subject 638","supplierArticle 75","brand 605","Туркменистан","Черный","XS-S","XS-S"
"2022-05-19","2000939535862",0,1,0,1,NULL,82.17,NULL,82.17,0,0,0,0,0,82.17,0,0,"category 594","subject 638","supplierArticle 138","brand 605","Китай","Лиловый","XS-S","XS-S"
"2022-05-24","2000794458917",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-05-20","2000939535381",2,1,2,5,822.54,411.27,822.54,2056.34,0,0,0,0,0,411.2675,0,0,"category 591","subject 619","supplierArticle 40","brand 607","Сербия","Фиолетовый",NULL,"0"
"2022-05-30","2000629385685",0,9,0,9,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-05-29","2001677202313",0,0,1,1,NULL,NULL,58.86,58.86,0,0,0,0,0,58.8625,0,0,"category 594","subject 638","supplierArticle 222","brand 605","Туркменистан","Синий","M-L","M-L"
"2022-05-20","2001676801005",1958,73,34,2065,421361.60,15709.60,7316.80,444388.00,18,10887.00,9287.10,3873.6,5413.50,215.2,0,0,"category 594","subject 638","supplierArticle 174","brand 611","Сербия","Красный",NULL,"0"
"2022-08-15","2001669403070",0,0,0,0,NULL,NULL,NULL,NULL,2,3342.00,3162.72,3248.70,-85.98,1624.35,0,0,"category 588","subject 618","supplierArticle 413","brand 603","Сербия","Синий",NULL,"0"
"2022-08-14","2000696183429",1228,268,28,1524,1916947.29,418356.58,43708.90,2379012.76,56,47585.91,44204.16,87417.792,-43213.632,1561.032,0,0,"category 588","subject 618","supplierArticle 433","brand 603","Сербия","Фиолетовый",NULL,"0"
"2022-08-04","2001676801029",3606,166,54,3826,763209.90,35133.90,11429.10,809772.90,10,6168.00,5362.08,2116.50,3245.58,211.65,0,0,"category 594","subject 638","supplierArticle 172","brand 611","Сербия","Черный",NULL,"0"
"2022-07-27","2000629385968",325,66,36,427,170381.25,34600.50,18873.00,223854.75,0,1283.61,1280.61,524.25,756.36,524.25,0,0,"category 588","subject 618","supplierArticle 430","brand 603","Сербия","сиреневый",NULL,"0"
"2022-05-24","2000939535862",0,1,0,1,NULL,82.17,NULL,82.17,0,0,0,0,0,82.17,0,0,"category 594","subject 638","supplierArticle 138","brand 605","Китай","Лиловый","XS-S","XS-S"
"2022-08-11","2000794458290",0,2,0,2,NULL,400.66,NULL,400.66,0,0,0,0,0,200.33,0,0,"category 594","subject 638","supplierArticle 128","brand 605","Туркменистан","Синий","XS-S","XS-S"
"2022-06-27","2000696183184",848,177,75,1100,284215.68,59323.32,25137.00,368676.00,29,20175.00,17368.05,9719.64,7648.41,335.16,0,0,"category 594","subject 638","supplierArticle 84","brand 611","Сербия","Синий",NULL,"0"
"2022-08-04","2001676801210",2,8,0,10,340.86,1363.44,NULL,1704.30,1,747.00,634.95,170.43,464.52,170.43,0,0,"category 594","subject 638","supplierArticle 196","brand 605","Туркменистан","Розовый","M-L","M-L"
"2022-08-31","2001676801395",0,1,0,1,NULL,32.00,NULL,32.00,0,0,0,0,0,32,0,0,"category 594","subject 638","supplierArticle 190","brand 605","Китай","Красный",NULL,"46"
"2022-08-03","2000939535855",0,1,0,1,NULL,84.15,NULL,84.15,0,0,0,0,0,84.15,0,0,"category 594","subject 638","supplierArticle 137","brand 605","Сербия","сиреневый",NULL,"0"
"2022-08-25","2000794458290",0,4,0,4,NULL,801.32,NULL,801.32,0,0,0,0,0,200.33,0,0,"category 594","subject 638","supplierArticle 128","brand 605","Туркменистан","Синий","XS-S","XS-S"
"2022-08-23","2000696183221",311,32,5,348,87076.89,8959.68,1399.95,97436.52,3,2691.00,2287.35,839.97,1447.38,279.99,0,0,"category 594","subject 638","supplierArticle 89","brand 611","Сербия","Черный",NULL,"0"
"2022-08-27","2000794458214",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-08-21","2000629385579",794,20,6,820,253444.80,6384.00,1915.20,261744.00,4,2814.96,2550.24,1276.8,1273.44,319.2,0,0,"category 591","subject 619","supplierArticle 35","brand 607","Сербия","Бордовый",NULL,"0"
"2022-07-12","2000629385562",215,89,22,326,65443.85,27090.71,6696.58,99231.14,26,20733.36,20655.36,7914.14,12741.22,304.39,0,0,"category 591","subject 619","supplierArticle 33","brand 607","Сербия","Белый",NULL,"0"
"2022-09-11","2000629385449",0,1,0,1,NULL,265.88,NULL,265.88,0,0,0,0,0,265.88,0,0,"category 599","subject 624","supplierArticle 42","brand 607","Сербия","Черный",NULL,"0"
